turns,responses,turn_1_prompt,turn_1_instruction_id_list,turn_1_kwargs,turn_2_prompt,turn_2_instruction_id_list,turn_2_kwargs,turn_3_prompt,turn_3_instruction_id_list,turn_3_kwargs,key,turn_index,language
,,"{""role"": ""user"", ""content"": ""Explain why people are grossed out by worms but not by eating a dead cow. Give exactly two different responses separated by 6 asterisk symbols ******. Your answer must contain a title, wrapped in double angular brackets, i.e. <<title>>.""}","[""combination:two_responses"", ""detectable_format:title""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""The result must contain at least 600 words.""}","[""combination:two_responses"", ""detectable_format:title"", ""length_constraints:number_words""]","[""{}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 600}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""thus, perceptions of what is acceptable to eat greatly vary by culture and personal experience.\"" No other words should follow this phrase.""}","[""combination:two_responses"", ""detectable_format:title"", ""length_constraints:number_words"", ""startend:end_checker""]","[""{}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 600}"", ""{\""end_phrase\"": \""thus, perceptions of what is acceptable to eat greatly vary by culture and personal experience.\""}""]",1180:14:en,0,English
,,"{""role"": ""user"", ""content"": ""What sentiments existed in the Croatian and Serbian nations towards the Austrian Empire at the end of the 19th century? Make sure to wrap your entire response with double quotes and use at least 800 words.""}","[""startend:quotation"", ""length_constraints:number_words""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 800}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""startend:quotation"", ""length_constraints:number_words"", ""combination:two_responses""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 800}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: identity, alliance, oppression.""}","[""startend:quotation"", ""length_constraints:number_words"", ""combination:two_responses"", ""keywords:existence""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 800}"", ""{}"", ""{\""keywords\"": [\""identity\"", \""alliance\"", \""oppression\""]}""]",1216:12:en,0,English
,,"{""role"": ""user"", ""content"": ""Write an ad copy for a new product, a digital photo frame that connects to your social media accounts and displays your photos. Respond with at most 150 words.""}","[""length_constraints:number_words""]","[""{\""relation\"": \""less than\"", \""num_words\"": 151}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""length_constraints:number_words"", ""detectable_format:title""]","[""{\""relation\"": \""less than\"", \""num_words\"": 151}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the word display at least 1 times.""}","[""length_constraints:number_words"", ""detectable_format:title"", ""keywords:frequency""]","[""{\""relation\"": \""less than\"", \""num_words\"": 151}"", ""{}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""display\"", \""frequency\"": 1}""]",1217:10:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a blog post about the history of the internet and how it has impacted our lives. Aim the blog post at teenagers and wrap your entire response with double quotation marks.""}","[""startend:quotation""]","[""{}""]","{""role"": ""user"", ""content"": ""There should be 5 sections highlighted with markdown, example: *highlighted section*.""}","[""startend:quotation"", ""detectable_format:number_highlighted_sections""]","[""{}"", ""{\""num_highlights\"": 5}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: innovation, technology, information.""}","[""startend:quotation"", ""detectable_format:number_highlighted_sections"", ""keywords:forbidden_words""]","[""{}"", ""{\""num_highlights\"": 5}"", ""{\""forbidden_words\"": [\""innovation\"", \""technology\"", \""information\""]}""]",122:0:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a blog post about the history of the internet and how it has impacted our lives. Aim the blog post at teenagers and wrap your entire response with double quotation marks.""}","[""startend:quotation""]","[""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""startend:quotation"", ""detectable_format:title""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should have 4 paragraphs and the 2-th paragraph should start with the word connectivity. The paragraphs should be separated by two new lines.""}","[""startend:quotation"", ""detectable_format:title"", ""length_constraints:nth_paragraph_first_word""]","[""{}"", ""{}"", ""{\""first_word\"": \""connectivity\"", \""num_paragraphs\"": 4, \""nth_paragraph\"": 2}""]",122:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a poem about two people who meet in a coffee shop and end your entire response with the exact phrase \""Is there anything else I can help with?\""""}","[""startend:end_checker""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}""]","{""role"": ""user"", ""content"": ""The result should contain exactly 2 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""startend:end_checker"", ""length_constraints:number_paragraphs""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}"", ""{\""num_paragraphs\"": 2}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""startend:end_checker"", ""length_constraints:number_paragraphs"", ""detectable_format:title""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}"", ""{\""num_paragraphs\"": 2}"", ""{}""]",1220:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a poem about two people who meet in a coffee shop and end your entire response with the exact phrase \""Is there anything else I can help with?\""""}","[""startend:end_checker""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""startend:end_checker"", ""detectable_format:title""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: meeting, laughter, goodbye.""}","[""startend:end_checker"", ""detectable_format:title"", ""keywords:forbidden_words""]","[""{\""end_phrase\"": \""Is there anything else I can help with?\""}"", ""{}"", ""{\""forbidden_words\"": [\""meeting\"", \""laughter\"", \""goodbye\""]}""]",1220:11:en,0,English
,,"{""role"": ""user"", ""content"": ""Write an advertisement for a new line of comfortable armchairs designed to withstand the scrutiny of any interior designer. There should be exactly 3 paragraphs separated by the markdown divider: ***.""}","[""length_constraints:number_paragraphs""]","[""{\""num_paragraphs\"": 3}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""length_constraints:number_paragraphs"", ""startend:quotation""]","[""{\""num_paragraphs\"": 3}"", ""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""length_constraints:number_paragraphs"", ""startend:quotation"", ""detectable_format:title""]","[""{\""num_paragraphs\"": 3}"", ""{}"", ""{}""]",1236:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Write an advertisement for a new line of comfortable armchairs designed to withstand the scrutiny of any interior designer. There should be exactly 3 paragraphs separated by the markdown divider: ***.""}","[""length_constraints:number_paragraphs""]","[""{\""num_paragraphs\"": 3}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""length_constraints:number_paragraphs"", ""startend:quotation""]","[""{\""num_paragraphs\"": 3}"", ""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""length_constraints:number_paragraphs"", ""startend:quotation"", ""detectable_format:title""]","[""{\""num_paragraphs\"": 3}"", ""{}"", ""{}""]",1236:10:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a funny post for teenagers about a restaurant called \""Buena Onda\"" which serves Argentinian food. Highlight at least three sections of your response in markdown such as *highlighted section*. Mention \""Argentinian\"" in the post.""}","[""detectable_format:number_highlighted_sections"", ""keywords:existence""]","[""{\""num_highlights\"": 3}"", ""{\""keywords\"": [\""Argentinian\""]}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""detectable_format:number_highlighted_sections"", ""keywords:existence"", ""startend:quotation""]","[""{\""num_highlights\"": 3}"", ""{\""keywords\"": [\""Argentinian\""]}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should have less than 100 words.""}","[""detectable_format:number_highlighted_sections"", ""keywords:existence"", ""startend:quotation"", ""length_constraints:number_words""]","[""{\""num_highlights\"": 3}"", ""{\""keywords\"": [\""Argentinian\""]}"", ""{}"", ""{\""relation\"": \""less than\"", \""num_words\"": 100}""]",1237:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a funny post for teenagers about a restaurant called \""Buena Onda\"" which serves Argentinian food. Highlight at least three sections of your response in markdown such as *highlighted section*. Mention \""Argentinian\"" in the post.""}","[""detectable_format:number_highlighted_sections"", ""keywords:existence""]","[""{\""num_highlights\"": 3}"", ""{\""keywords\"": [\""Argentinian\""]}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""so, are you ready to experience the hilarious side of argentinian cuisine?\"" No other words should follow this phrase.""}","[""detectable_format:number_highlighted_sections"", ""keywords:existence"", ""startend:end_checker""]","[""{\""num_highlights\"": 3}"", ""{\""keywords\"": [\""Argentinian\""]}"", ""{\""end_phrase\"": \""so, are you ready to experience the hilarious side of argentinian cuisine?\""}""]","{""role"": ""user"", ""content"": ""The text should contain at least 300 words.""}","[""detectable_format:number_highlighted_sections"", ""keywords:existence"", ""startend:end_checker"", ""length_constraints:number_words""]","[""{\""num_highlights\"": 3}"", ""{\""keywords\"": [\""Argentinian\""]}"", ""{\""end_phrase\"": \""so, are you ready to experience the hilarious side of argentinian cuisine?\""}"", ""{\""relation\"": \""at least\"", \""num_words\"": 300}""]",1237:10:en,0,English
,,"{""role"": ""user"", ""content"": ""\""The man was arrested for stealing a car. He was later released on bail.\"" Expand on it angrily in a rap style, and make sure there are exactly 4 sections. Separated the sections by the markdown divider: ***""}","[""length_constraints:number_paragraphs""]","[""{\""num_paragraphs\"": 4}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""length_constraints:number_paragraphs"", ""detectable_format:title""]","[""{\""num_paragraphs\"": 4}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: streets, bars, cell.""}","[""length_constraints:number_paragraphs"", ""detectable_format:title"", ""keywords:existence""]","[""{\""num_paragraphs\"": 4}"", ""{}"", ""{\""keywords\"": [\""streets\"", \""bars\"", \""cell\""]}""]",1248:18:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a poem that's at least 350 words about the beauty of eucalyptus trees and their many uses.""}","[""length_constraints:number_words""]","[""{\""relation\"": \""at least\"", \""num_words\"": 350}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""length_constraints:number_words"", ""detectable_format:title""]","[""{\""relation\"": \""at least\"", \""num_words\"": 350}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: leaves, shade, breathe.""}","[""length_constraints:number_words"", ""detectable_format:title"", ""keywords:existence""]","[""{\""relation\"": \""at least\"", \""num_words\"": 350}"", ""{}"", ""{\""keywords\"": [\""leaves\"", \""shade\"", \""breathe\""]}""]",1251:3:en,0,English
